Rank,Handle,Codeforces_Handle,Codeforces_Rating,GFG_Handle,GFG_Contest_Score,GFG_Practice_Score,Leetcode_Handle,Leetcode_Rating,Codechef_Handle,Codechef_Rating,HackerRank_Handle,HackerRank_Practice_Score,Percentile
194,21r01a66h5,cmrit25_21r01a66h5,759,21r01a66h5@cmritonline.ac.in,0,0,21r01a66h5,1262,pavithra_12,938,21r01a66h5,277,31.77%
195,21r01a04k0,21r01a04k0,756,21r01accwe,10,0,21r01a04k0,1434,manojmikey,1057,21r01a04k0manoj,47,31.77%
196,22r05a6614,cmrit25_22r05a6614,787,22r05a6614,9,2,22r05a6614,1415,govardhan14,1037,cmr_22r05a6614,0,31.73%
197,21r01a7259,cmrit25_21r01a7259,727,arjun1515,0,15,21r01a7259,1415,arjun1515,1162,21r01a7259,70,31.73%
198,21r01a6788,21r01a6788,761,6788_cmrit25,0,16,21r01a6788,1395,r01a6788,893,21r01a6788,179,31.72%
199,21r01a05b8,cmrit25_21r01a05b8,760,21r01a05b8,0,16,21r01a05b8,1415,haneefa215b8,1061,21r01a05b8,50,31.63%
200,21r01a6680,cmrit25_21r01a6680,789,chabhi0z1r,0,6,chabhilash,1418,chabhilash,1069,@21r01a6680,0,31.59%
201,21r01a66a2,cmrit25_21r01a66a2,725,sandy_m0,10,18,sandeepmanepally,1306,sandy_m0,1119,21r01a66a2,84,31.54%
202,21r01a0424,cmrit25_21r01a0424,1057,,0,0,21r01a0424,0,sravani2k23,1221,21r01a0424,161,31.53%
203,21r01a0426,cmrit25_21r01a0426,427,21r01a0426,28,307,cmrit25_21r01a0426,0,r01a0426,1217,21r01a0426,644,31.48%
204,21r01a05f2,21r01a05f2,769,21r01a05f2,0,25,21r01a05f2,1392,sketch5f2,977,21r01a05f2,59,31.46%
205,21r01a67a7,cmrit25_21r01a67a7,786,21r01a59yv,0,0,21r01a67a7,1421,s_21r01a67a7,991,21r01a67a7,40,31.31%
206,22r05a7204,cmrit25_22r05a7204,752,22r05a7204,0,2,22r05a7204,1371,cmr22r05a7204,1130,22r05a7204,46,31.27%
207,21r01a0421,cmrit25_21r01a0421,662,21r01a0421,19,13,vijay_kumar946,1421,vijay421,1245,@21r01a0421,0,31.22%
208,21r01a66c5,cmrit25_21r01a66c5,611,21r01a66c5,10,94,t_devendar,1418,devendar7987,1002,21r01a66c5,126,31.21%
209,21r01a04k4,cmrit25_21r01a04k4,701,21r01a04k4,0,10,21r01a04k4,1427,r01a04k4,997,21r01a04k4,184,31.19%
210,21r01a0553,srijaseepathi07,748,21r01a0553,0,0,srijaseepathi07,1489,srijaseepathi,1041,srijaseepathi07,37,31.17%
211,21r01a6673,cmrit25_21r01a6673,739,srivarshini,0,0,21r01a6673,1311,varshini8,1279,srivarshini,0,31.10%
212,21r01a66a9,21r01a66a9,841,21r01adbxu,0,9,21r01a66a9,1414,cmr_21r01a66a9,805,@21r01a66a9,0,31.09%
213,21r01a66b6,cmrit25_21r01a66b6,734,21r01ant7h,10,0,21r01a66b6,1354,cmr_21r01a66b6,1042,21r01a66b6,70,30.98%
214,21r01a6633,cmrit25_21r01a6633,781,21r01a6633,0,12,sairam_sagar,1342,sairam_33,710,cmrit_21r01a6633,210,30.91%
215,21r01a6615,cmrit25_21r01a6615,728,21r01a6615,25,0,21r01a6615,1292,cmr21r01a6615,976,21r01a6615,65,30.85%
216,21r01a05j4,cmrit25_21r01a05j4,902,21r01a05j4,70,0,gopikrishna,0,r01a05j4,1194,21r01a05j4,45,30.79%
217,21r01a0420,21r01a0420,648,21r01a0420,10,2,21r01a0420,1361,cmr_21r01a0420,1355,21r01a0420,25,30.76%
218,21r01a04h4,cmrit25_21r01a04h4,373,21r01a04h4,130,7,21r01a04h4,1437,pavan_h4,1158,21r01a04h4,5,30.62%
219,21r01a66c4,cmrit25_21r01a66c4,731,nithhyya,0,0,nithya66c4,1350,nithhyya,1009,21r01a66c41,120,30.62%
220,21r01a7240,cmrit_21r01a7240,580,21r01aox04,39,19,21r01a7240,1382,saikiran_95,1140,21r01a7240,80,30.61%
221,21r01a6799,saikrishna_25,748,21r01a6799,0,0,21r01a6799,1374,r01a6799,1089,21r01a6799,15,30.60%
222,21r01a67d6,21r01a67d6,734,,0,0,21r01a67d6,1392,meghana_85,1134,21r01a67d6,5,30.60%
223,21r01a6711,21r01a6711,714,21r01a6711,10,0,21r01a6711,1316,kartheekdama11,1108,21r01a6711,35,30.41%
224,21r01a67f3,21r01a67f3,358,21r01a67f3,89,1,21r01a67f3,1377,rithish81,1299,21r01a67f3,187,30.21%
225,21r01a7316,21r01a7316,726,21r01a7316,0,15,21r01a7316,1377,madhan45,1000,21r01a7316,40,30.19%
226,21r01a67d8,21r01a67d8,358,21r01a67d8,89,5,21r01a67d8,1377,deekshitha2k4,1261,21r01a67d8,190,30.10%
227,21r01a66d9,cmrit_21r01a66d9,378,21r01a66d9,0,92,cmr_21r01a66d9,1411,navya_63,1093,21r01a66d9,520,30.00%
228,22r05a7301,jayanth,1418,jayanth,0,0,jayanth,0,jayanth,0,jayanth,0,30.00%
229,22r05a6608,22r05a6608,703,22r05a6608,0,8,22r05a6608,1436,abhishek4044,1025,22r05a6608,25,29.89%
230,21r01a04d7,cmrit25_21r01a04d7,773,21r01a04d7,0,0,swathi2k23,1412,swathi2k23,719,21r01a04d7,102,29.88%
231,21r01a7228,21r01a7228,710,21r01anlru,0,0,user0895hf,1413,yashaswini84,1073,@21r01a7228,0,29.78%
232,21r01a05m1,cmrit25_21r01a05m1,578,21r01a05m1,0,0,21r01a05m1,1602,cmr_21r01a05m1,1340,21r01a05m1,0,29.73%
233,21r01a04c7,cmrit25_21r01a04c7,786,21r01a04c7,60,1,bhavani_19,0,bhavani_92,1144,21r01a04c7,274,29.70%
234,21r01a05e6,21r01a05e6,632,21r01a05e6,30,5,21r01a05e6,1669,cmr_21r01a05e6,793,21r01a05e6,0,29.59%
235,21r01a04p2,cmrit_25_21r01a04p2,782,m_vaishnavi06,0,0,21r01a04p2,1415,m_vaishnavi06,729,21r01a04p2,35,29.50%
236,21r01a0516,cmrit25_21r01a0516,360,21r01a0516,125,2,21r01a0516,1400,vinuthnagoud,1094,21r01a0516,15,29.44%
237,21r01a6782,cmrit25_21r01a6782,837,manikcmrit,19,6,manikcmrit,0,r01a6782manik,1168,21r01a6782,333,29.37%
238,21r01a6640,cmrit25_21r01a6640,789,elena_jakaes,49,14,elena_jakaes,0,suji_jakaes,969,suji_jakaes,378,29.37%
239,21r01a0437,21r01a0437,651,21r01a0437,150,0,cmr_21r01a0437,0,cmr_21r01a0437,1183,cmr_21r01a0437,0,29.34%
240,21r01a7319,21r01a7319,1026,ganesh,0,33,ganeshjadav,0,g21r01a7319,1009,21r01a7319,50,29.25%
241,21r01a04r4,21r01a04r4,571,21r01angrz,20,0,21r01a04r4,1415,s21r01a04r4,1173,21r01a04r4,60,29.14%
242,21r01a6682,cmrit25_21r01a6682,933,21r01asoh5,0,11,21r01a6682,0,cmr_21r01a6682,1231,21r01a6682,152,29.14%
243,21r01a67f1,cmrit25_21r01a67f1,571,21r01a67f1,0,17,kishore66,1431,kishore66,1165,21r01a67f1,122,29.08%
244,22r05a0512,cmrit25_22r05a0512,829,22r05a0512,40,0,22r05a0512,0,kalyani2003,1350,22r05a0512,95,29.06%
245,21r01a7321,cmrit25_21r01a7321,834,21r01a7321,7,46,,0,vaishnavii1312,911,21r01a7321,435,28.96%
246,21r01a67b6,cmrit25_21r01a67b6,906,21r01a67b6,0,0,21r01a67b6,0,a_21r01a67b6,1449,21r01a67b6,60,28.79%
247,21r01a6733,cmrit25_21r01a6733,576,21r01a6733,0,13,21r01a6733,1381,cmr_21r01a6733,1151,21r01a6733,127,28.77%
248,21r01a0428,cmrit_21r01a0428,503,21r01a0428,20,0,21r01a0428,1499,prasad428,1308,21r01a0428,20,28.64%
249,22r05a0519,22r05a0519,616,22r05aqyzx,0,11,cmr25_srinu519,1329,srinivas_189,1143,22r05a0519,53,28.51%
250,21r01a0485,ramarao_123,709,,0,0,21r01a0485,1359,ramarao444,892,21r01a0485,10,28.42%
251,21r01a0547,cmrit25_21r01a0547,576,21r01a0547_navadeep,0,0,21r01a0547,1430,navadeep_1511,1231,21r01a0547,35,28.36%
252,21r01a6776,cmrit25_21r01a6776,571,21r01a6776,0,19,21r01a6776,1303,rajesh6776,1108,21r01a6776,149,28.30%
253,21r01a0582,cmrit2025_21r01a0582,566,21r01a0582,0,24,21r01a0582,1458,sravya2004,1070,21r01a0582,75,28.25%
254,21r01a0521,cmrit25_21r01a0521,595,21r01a0521,10,0,21r01a0521,1338,cmr_21r01a0521,1188,21r01a0521,0,28.18%
255,21r01a67e7,ajit_04,357,21r01aecx4,0,25,21r01a67e7,1577,hamilpurajit,1000,21r01a67e7,480,27.98%
256,21r01a6630,cmrit25_21r01a6630,843,adhinath,0,26,adhinath_9393,0,adhinath_9393,1132,adhinath_k,257,27.97%
257,22r05a6617,22r05a6617,916,22r05a6617,0,0,22r05a6617,0,s22r05a6617,1182,22r05a6617,125,27.96%
258,21r01a05b6,cmrit25_21r01a05b6,792,21r01a05b6,65,16,21r01a05b6,0,samrah10,1163,@21r01a05b6,0,27.93%
259,21r01a04b1,janvipulluri_18,574,21r01ab5ys,0,0,_j21r01a04b1,1485,j21r01a04b1,993,21r01a04b1,116,27.93%
260,21r01a0578,cmrit25_21r01a0578,836,21r01a0578,30,12,21r01a0578,0,navya578,1252,21r01a0578,45,27.85%
261,21r01a67f7,cmrit25_21r01a67f7,0,21r01a67f7,200,12,21r01a67f7,1622,s_21r01a67f7,1184,@21r01a67f7,0,27.83%
262,21r01a6612,cmrit25_21r01a6612,583,21r01awdt9,0,23,21r01a6612,1408,anuragvamshi,897,21r01a6612,135,27.80%
263,21r01a6627,cmrit25_21r01a6627,588,nikhitha_2604,0,2,nikhitha_2604,1392,nikhitha_2604,1179,nikhitha2604@gmail.com,0,27.79%
264,21r01a05a1,cmrit25_21r01a05a1,770,21r01a0q5z,25,30,21r01a05a1,0,mehrajfatima,1125,21r01a05a1,247,27.75%
265,21r01a6650,cmrit25_21r01a6650,584,21r01a6650,0,13,21r01a6650,1262,indu_sri2209,928,21r01a6650,210,27.67%
266,21r01a0510,cmrit25_21r01a0510,568,ranjithra88zk,20,0,ranjith_890,1480,ranjith_890,969,ranjithranji2251,5,27.65%
267,21r01a04l3,cmrit25_21r01a04l3,692,21r01a4l3,0,0,21r01a04l3,1304,vamshi56,847,21r01a04l3,25,27.61%
268,22r05a0517,boy_123,877,22r05a0517,30,2,22r05a0517,0,varun43,1167,goudvarun495,0,27.52%
269,21r01a0486,cmrit25_21r01a0486,581,,0,0,chennaraogurrala,1367,gchennarao,1144,21r01a0486,30,27.52%
270,21r01a6787,21r01a6787,560,,0,0,21r01a6787,1420,cmr_21r01a6787,1191,21r01a6787,5,27.43%
271,21r01a05h8,cmrit25_21r01a05h8,822,21r01a05h8,49,8,21r01a05h8,0,cmr_21r01a05h8,1090,21r01a05h8,39,27.43%
272,21r01a05j5,cmrit25_21r01a05j5,348,21r01a05j5,60,29,sreenath_5j5,1508,sreenath_5j5,1127,21r01a05j5,25,27.19%
273,21r01a0433,cmrit25-21r01a0433,424,21r01a0433,40,2,manojkumar25_,1410,manojkumar_25,1240,21r01a0433,20,27.17%
274,21r01a66b8,cmrit25_21r01a66b8,820,21r01a66b8,0,0,rajesh,1576,21r01a66b8,0,21r01a66b8,85,27.16%
275,21r01a6657,cmrit25_21r01a6657,880,21r01ab99c,0,28,snehal_593,0,snehal_593,987,21r01a6657,177,27.13%
276,21r01a66k1,sneha2884,564,21r01a66k1sneha,30,0,21r01a66k1,1424,r01a66k1,870,21r01a66k1,0,27.12%
277,21r01a67a8,cmrit25_21r01a67a8,870,21r01apfut,0,21,21r01a67a8,0,s21r01a67a8,1037,21r01a67a8,180,27.10%
278,21r01a6794,cmrit25_21r01a6794,370,21r01a83ys,70,4,trishareddy,1421,trishareddy94,1156,21r01a6794,0,27.06%
279,21r01a67e3,cmrit25_21r01a67e3,762,21r01a67e3,22,0,21r01a67e3,0,cmr_21r01a67e3,1230,21r01a67e3,203,26.95%
280,21r01a0487,cmrit25_21r01a0487,357,21r01a0487,28,0,21r01a0487,1530,koushik2004,1050,21r01a0487,257,26.83%
281,21r01a7328,21r01a7328,940,21r01a7328,0,11,prudhvi-12,0,prudhvi28,993,21r01a7328,35,26.68%
282,21r01a6648,cmrit25_21r01a6648,822,21r01a6648,0,37,21r01a6648,0,cmr_21r01a6648,934,21r01a6648,267,26.65%
283,21r01a6738,cmrit25_21r01a6738,796,m_keerthi15,0,19,m_keerthi15,0,m_keerthi15,1365,21r01a6738,86,26.63%
284,22r05a0515,cmrit25_22r05a0515,768,22r05asq20,22,16,sahithilakkarasu,0,sahithi_2702,1217,22r05a0515,122,26.59%
285,21r01a6606,cmrit25_21r01a6606,842,21r01a6606,0,0,21r01a6606,0,chandravathi,1073,_21r01a6606,189,26.33%
286,21r01a05p8,cmrit25_21r01a05p8,843,rohan_adepu,0,47,21r01a05p8@cmritonline.ac.in,0,rohan_adepu,827,21r01a05p8rohan,216,26.17%
287,21r01a6631,cmrit25_21r01a6631,809,21r01a6631,0,28,21r01a6631,0,cmr_21r01a6631,1109,21r01a6631,120,25.84%
288,21r01a05g5,cmrit25_21r01a05g5,371,ruthikc11kv,40,2,ruthikchary,1438,ruthik25,1208,21r01a05g5,0,25.82%
289,21r01a04a1,cmrit25_21r01a04a1,724,21r01a04a1,0,0,cmrit_21r01a04a1,0,cmr21r01a04a1,1519,21r01a04a1,77,25.54%
290,22r05a6612,saikiran_6612,781,22r05agr07,20,12,,0,saikiran_6612,1123,22r05a6612,56,25.44%
291,21r01a04q7,21r01a04q7,349,21r01ae2ne,40,0,jahnavi_q7,1433,jahnavi_q7,1132,21r01a04q7,65,25.43%
292,21r01a05a4,cmrit25_21r01a05a4,789,21r01a05a4,30,4,vishnu_morapally,0,vishnu_a4,1059,21r01a05a4,35,25.37%
293,21r01a04p0,cmrit25_21r01a04p0,789,kumarram,0,0,21r01a04p0,1459,5may22,0,21r01a04p0,32,25.32%
294,21r01a6701,21r01a6701,813,21r01a6701,0,11,sanjay6701,0,sanjay6701,1090,21r01a6701,109,25.31%
295,21r01a0556,cmrit25_21r01a0556,788,cmr_21r01a0556,0,51,21r01a0556,0,cmr_21r01a0556,1183,21r01a0556,2,25.26%
296,21r01a05j9,21r01a05j9,366,21r01a05j9,40,25,21r01a05j9,1679,cmr_21r01a05j9,819,21r01a05j9,5,25.24%
297,21r01a66c3,cmrit25_21r01a66c3,767,21r01a66c3,0,31,sunitha_12,0,sunitha_12,888,21r01a66c3,270,25.08%
298,21r01a6731,cmrit25_21r01a6731,779,21r01a6731,0,11,prathyusha79,0,prathyusha79,1161,21r01a6731,110,25.04%
299,22r05a0421,22r05a0421,371,22r05ai9oy,30,5,22r05a0421,1400,nissar21,1188,22r05a0421,3,25.03%
300,21r01a7307,cmr_21r01a7307,704,21r01amgxn,60,3,cmr_21r01a7307,0,shashidhar07,1042,21r01a7307,25,24.98%
301,21r01a67c1,cmrit25_21r01a67c1,375,21r01awf3x,50,2,21r01a67c1p,1564,r01a67c1,822,21r01a67c1,15,24.90%
302,21r01a6641,21r01a6641,741,21r01a6641,0,32,21r01a6641,0,ashritha92,1048,21r01a6641,197,24.86%
303,21r01a7334,21r01a7334,359,,0,0,21r01a7334,1550,madhangoud34,1338,21r01a7334,5,24.84%
304,21r01a67f4,cmrit25_21r01a67f4,749,21r01a67f4,0,0,21r01a67f4,0,d21r01a67f4,1097,21r01a67f4,220,24.81%
305,21r01a6756,cmrit25_21r01a6756,723,21r01a6756,0,25,vyshnavi-04,0,r01a6756,1206,21r01a6756,142,24.77%
306,21r01a04a0,cmrit25_21r01a04a0,369,21r01aoras,9,0,tharun4a0,1530,thar21r01a04a0,1147,21r01a04a0,55,24.71%
307,22r05a0410,cmrit25_22r05a0410,362,22r05a0ejf,10,11,22r05a0410,1461,kannedeepthi_7,1164,22r05a0410,65,24.68%
308,21r01a05p0,21r01a05p0,822,21r01az74y,0,16,shva7,0,cmr_21r01a05p0,1030,21r01a05p0,49,24.66%
309,21r01a6724,cmrit25_21r01a6724,776,21r01a6724,0,0,vyshnavi_08,0,vyshnavi08,1173,21r01a6724,80,24.51%
310,21r01a0425,cmrit25_21r01a0425,377,21r01a0425,0,0,21r01a0425,1435,cmr_21r01a0425,1239,21r01a0425,60,24.47%
311,21r01a6601,21r01a6601,694,21r01a6601,0,27,21r01a6601,0,s21r01a6601,1173,21r01a6601,185,24.41%
312,21r01a67k1,21r01a67k1,368,21r01asqio,30,2,anushavempati,1437,cmr_21r01a67k1,1058,21r01a67k1,10,24.37%
313,21r01a67c8,21r01a67c8,752,,0,0,,0,moneycharan4,919,21r01a67c8,283,24.36%
314,21r01a7363,cmrit25_21r01a7363,779,21r01akthx,0,21,21r01a7363,0,vinayreddy3,1075,21r01a7363,70,24.35%
315,22r05a6713,22r05a6713,364,22r05a6713,10,8,22r05a6713,1421,b22r05a6713,1249,22r05a6713,0,24.34%
316,21r01a67k4,21r01a67k4_vishnu,351,21r01a67k4,20,0,21r01a67k4,1499,vishnu_a67k4,1106,21r01a67k4,35,24.31%
317,22r05a0425,cmrit25_22r05a0425,738,22r05azmzz,0,4,22r05a0425,1398,22r05a0425,0,22r05a0425,65,24.31%
318,22r05a6604,cmrit25_22r05a6604,787,thanojsrlibh,10,1,22r05a6604thanoj,0,thanojsriman,1090,22r05a6604thanoj,27,24.28%
319,21r01a0577,cmrit25_21r01a0577,349,21r01avor9,0,0,adithya0509,1385,adithya0509,1373,21r01a0577,35,24.19%
320,22r05a0508,22r05a0508,824,22r05a57wl,0,25,22r05a0508,0,mahendar_mahi,925,22r05a0508,40,24.17%
321,21r01a7215,dhansai,347,dhanswfst,10,0,dhansaib6,1444,dhansaib6,1236,dhansaib6,27,24.10%
322,21r01a7257,vaishnavi_017,348,21r01ax608,10,0,vaishnavisingireddy,1481,vaishnavisingi,1193,vaishnavisingir1,28,24.07%
323,21r01a7207,cmrit25_21r01a7207,749,21r01a7207,0,1,21r01a7207,0,a2101a7207,1113,21r01a7207,127,24.04%
324,21r01a0502,cmrit25_21r01a0502,758,21r01ak9vh,0,0,nithish_123,0,aletinithish,1281,21r01a0502,0,24.03%
325,21r01a6760,cmrit25_21r01a6760,595,abhii_05,35,22,abhii_05,0,abhii_05,1259,21r01a6760,119,24.01%
326,21r01a6636,21r01a6636,785,,0,0,21r01a6636,0,h21r01a6636,999,21r01a6636,119,23.99%
327,21r01a6605,cmrit25_21r01a6605,773,21r01a6605,0,9,21r01a6605,0,cmr_21r01a6605,1140,21r01a6605,29,23.96%
328,21r01a67g0,cmrit25_21r01a67g0,366,21r01a67g0,0,0,21r01a67g0,1516,cmr_21r01a67g0,1207,21r01a67g0,0,23.93%
329,21r01a66e4,21r01a66e4,378,21r01a6jdu,0,0,21r01a66e4,1412,r01a66e4,1260,@21r01a66e4,0,23.92%
330,21r01a04g5,cmrit25_21r01a04g5,790,21r01a04g5,0,0,21r01a04g5,0,shoiab_786,1047,21r01a04g5,63,23.85%
331,22r05a0507,cmrit25_22r05a0507,798,22r05a0507,0,20,n22r05a0507,0,n22r05a0507,1026,@22r05a0507,0,23.75%
332,21r01a6652,cmrit25_21r01a6652,361,priyansigupta,30,0,priyansigupta,1267,priyansi_29,1046,21r01a6652,75,23.75%
333,21r01a0554,cmrit25_21r01a0554,810,r01a0554cmr,0,0,r01a0554cmr,0,r01a0554cmr,1055,cmr_21r01a0554,0,23.72%
334,21r01a0518,21r01a0518,765,21r01a0518,10,0,21r01a0518,0,cmr_21r01a0518,1102,21r01a0518,0,23.61%
335,21r01a6664,cmrit25_21r01a6664,762,21r01a6664,0,14,21r01a6664,0,vignesh_2763,1016,21r01a6664,85,23.61%
336,21r01a66b3,21r01a66b3,805,21r01alkr4,0,23,21r01a66b3,0,saiteja73,856,21r01a66b3,62,23.50%
337,21r01a04g4,cmrit25_21r01a04g4,359,21r01a04g4,0,21,21r01a04g4,1383,dhathrija_28,982,21r01a04g4,144,23.49%
338,21r01a7219,cmrit25_21r01a7219,725,21r01a7219,0,0,cmr_21r017219,0,cmr_21r01a7219,1236,21r01a7219,36,23.40%
339,21r01a7214,cmrit25_21r01a7214,757,harshinibachu,0,0,harshinibachu,0,bachuharshini,1123,21r01a7214,35,23.36%
340,21r01a6734,cmrit25_21r01a6734,728,21r01a6734,0,0,21r01a6734,0,r01a6734,1167,21r01a6734,67,23.33%
341,21r01a05e0,tejabathini70,371,tejabat54e6,0,0,naveenbathini,1408,naveenbathini3,1183,@tejabathini70,0,23.27%
342,22r05a0420,cmirt25_22r05a0420,717,2r05azcln,0,0,bhavana420,0,bhavanareddy20,1095,22r05a0420,128,23.23%
343,21r01a67c2,cmrit25_21r01a67c2,781,21r01a67c2,0,0,21r01a67c2,0,shreeya72,1065,21r01a67c2,5,23.22%
344,21r01a7252,21r01a7252_divija,355,21r01a7252,0,0,21r01a7252,1409,divijapittala,1130,21r01a7252,57,23.15%
345,21r01a6611,cmrit25_21r01a6611,697,21r01ax1n6,0,4,21r01a6611,0,b21r01a6611,852,21r01a6611,306,23.10%
346,21r01a04p1,cmrit25_21r01a04p1,348,21r01a04p1,0,0,21r01a04p1,1505,s21r01a04p1,996,21r01a04p1,93,23.06%
347,21r01a6722,shivaraj22,802,shivaraj,0,0,shivaraj,0,shivaraj15,970,gandhamshivaraj,0,23.02%
348,21r01a05m9,21r01a05m9,760,21r01a05m9,0,6,21r01a05m9,0,vishnu93,1020,21r01a05m9,45,23.02%
349,21r01a6755,21r01a6755,351,,0,0,21r01a6755,1336,lalithya23,1275,lalithya_t,0,23.01%
350,21r01a6614,cmrit25_21r01a6614,690,21r01a6614,0,23,dsaibhavani,0,dsaibhavani,1087,21r01a6614,107,22.95%
351,21r01a6638,cmrit25_21r01a6638,769,21r01a6638,0,2,menganisaikiran,0,cmr_21r01a6638,958,21r01a6638,50,22.78%
352,21r01a05c2,cmrit25_21r01a05c2,381,cmr_21r01a05c2,20,0,21r01a05c2,1472,sravanikumari,801,21r01a05c2,20,22.74%
353,21r01a0467,cmrit25_21r01a0467,393,21r01a0467,0,0,21r01a0467,1436,adithya510,993,,0,22.70%
354,21r01a05c3,cmrit25_21r01a05c3,765,sripadhasubest,0,0,sripadhasudharshan1,0,sripadha03,1042,sripadha03,0,22.69%
355,21r01a0457,cmrit25_21r01a0457,572,21r01a0457,0,17,21r01a0457,1515,21r01a0457,0,21r01a0457,161,22.69%
356,21r01a7205,21r01a7205,361,21r01a7205,0,0,21r01a7205,1372,akshita_911,1144,,0,22.61%
357,21r01a05e2,cmrit25_21r01a05e2,735,21r01a05e2,0,29,21r01a05e2,0,cmr_21r01a05e2,934,21r01a05e2,55,22.58%
358,21r01a0525,21r01a0525_harshini123,742,21r01au525,0,0,g.harshini,0,gharshini123,1013,21r01a0525,51,22.51%
359,21r01a6732,cmrit25_21r01a6732,714,21r01a6732,0,0,21r01a6732,0,r01a6732,1104,21r01a6732,52,22.50%
360,21r01a0595,cmrit25_21r01a0595,585,21r01aem5o,26,38,21r01a0595,0,sadhvika12,1015,21r01a0595,145,22.41%
361,21r01a67a6,cmrit25_21r01a67a6,744,21r01a67a6,0,0,21r01a67a6,0,r01a67a6,968,21r01a67a6,64,22.40%
362,21r01a6625,cmrit25_21r01a6625,357,21r01a6625,0,0,21r01a6625,1459,chakradar09,1043,,0,22.39%
363,21r01a67d5,cmrit25_21r01a67d5,776,cmr_21r01a67d5,0,0,cmr_21r01a67d5,0,cmr_21r01a67d5,950,cmr_21r01a67d5,0,22.35%
364,22r05a6716,cmrit25_22r05a6716,0,22r05a6716,90,15,22r05a6716,1472,rajashekar_67,1099,22r05a6716,164,22.09%
365,21r01a6692,cmrit25_21r01a6692,342,21r01a6692,0,0,21r01a6692,1415,cmr_21r01a6692,1004,21r01a6692,50,22.05%
366,21r01a6772,cmrit25_21r01a6772,723,21r01axoew,10,0,21r01a6772,0,cmr_21r01a6772,987,@21r01a6772,0,22.00%
367,21r01a67b7,cmrit25_21r01a67b7,721,21r01a67b7,0,0,21r01a67b7,0,harshith1753,1052,21r01a67b7,18,21.99%
368,21r01a6769,cmrit25_21r01a6769,746,21r01a6769gfg,0,0,21r01a6769lt,0,bandarimahesh,959,21r01a67691,10,21.87%
369,21r01a6642,21r01a6642,712,21r01a6642,0,6,21r01a6642,0,mani_6642,1017,21r01a6642,30,21.84%
370,21r01a6727,cmrit25_21r01a6727,582,guru_5,10,19,guru_5,0,guru_5,1203,21r01a6727,97,21.74%
371,21r01a6752,cmrit25_21r01a6752,581,21r01a6752,10,6,snehitha_siddi,0,snehitha_siddi,1192,21r01a6752,129,21.66%
372,21r01a6622,cmrit25_21r01a6622,584,21r01a6622,0,30,21r01a6622,0,bhoomikacmr_16,1061,21r01a6622,203,21.63%
373,21r01a05k1,v.preethi,355,21r01a05k1,0,0,21r01a05k1,1466,preethivarthya,919,21r01a05k1preethi,0,21.61%
374,21r01a0539,,0,21r01a0539,60,0,21r01a0539,1504,yogeshmadhine,1391,21r01a0539,105,21.54%
375,21r01a67e1,mounika_goda,603,21r01aswcv,0,0,21r01a67e1,0,mounika_goda,1287,21r01a67e1,62,21.39%
376,21r01a6620,cmrit_2521r01a6620,707,21r01anamx,0,27,,0,shrivarshini_1,908,,0,21.25%
377,21r01a6703,cmrit25_21r01a6703,695,21r01a6703,0,9,21r01a6703,0,a21r01a6703,928,21r01a6703,50,21.19%
378,21r01a67g8,21r01a67g8,601,21r01a67g8,0,0,21r01a67g8,0,noor_g8,873,21r01a67g8,310,21.14%
379,21r01a05j2,21r01a05j2,621,21r01a05j2,0,0,21r01a05j2,0,ahmed4849,1259,21r01a05j2,5,21.05%
380,21r01a6610,cmrit25_21r01a6610,602,21r01an34e,0,0,subodh994,1456,subodd994,0,subodh,0,21.04%
381,21r01a04m2,cmrit25_21r01a04m2,599,21r01a04m2,0,5,21r01a04m2,0,shashikanth32,1217,21r01a04m2,52,20.89%
382,21r01a7350,cmrit25_21r01a7350,693,good_learner09,0,0,goodlearner09,0,good_learner09,970,good_learner09,0,20.72%
383,21r01a0483,cmrit25_21r01a0483,351,keerthanasg3,0,0,keerthana_sg,1410,keerthanasg3,826,,0,20.63%
384,21r01a0527,srilekha_527,347,,0,0,srilekha_3,1371,tinnu_3_3,841,21r01a0527,20,20.60%
385,21r01a67g2,21r01a67g2,605,21r01a67g2,0,0,21r01a67g2,0,cmr_21r01a67g2,1209,21r01a67g2,25,20.59%
386,22r05a7303,chithram_saiteja,421,22r05aofi8,59,0,cmrit25_22r05a7303,0,sai_1211,1221,22r05a7303,65,20.37%
387,22r05a6706,22r05a6706,581,laxman06,0,6,22r05a6706,0,laxman019,1141,22r05a6706,57,20.10%
388,21r01a6688,21r01a6688,562,21r01a6688,0,2,21r01a6688,1410,21r01a6688,0,21r01a6688,10,20.08%
389,21r01a6644,cmrit25_21r01a6644,599,21r01aozhy,10,0,s21r01a6644,0,s21r01a6644,1085,21r01a6644,0,19.99%
390,21r01a7318,21r01a7318cmrit,727,,0,0,,0,cmr_21r01a7318,725,21r01a7318,5,19.95%
391,21r01a67b9,cmrit25_21r01a67b9,593,21r01a67b9,0,0,divya_411,0,divya68,857,21r01a67b9,206,19.87%
392,21r01a0583,cmrit25_21r01a0583,579,21r01a0583,0,23,21r01a0583,0,sreeja_r21,988,21r01a0583,86,19.78%
393,21r01a7356,21r01a7356,422,21r01a7356,10,25,21r01a7356,0,cmr_21r01a7356,1377,21r01a7356,108,19.69%
